U_ID,MOD_ID,GLAC_ID,MOD_H,GLAC_H,DEBRIS,FRAC_GLAC
1913,76340,46,5310.08,5277,0,0.16
1914,76341,50,5385.32,5398.17,0,0.48
1915,76341,38,5385.32,5357.67,0,0.24
1916,76342,38,5454.88,5432.94,0,0.72
1917,76343,38,5542.52,5517.59,0,0.68
1918,76344,38,5645.76,5622.82,0,0.44
1919,76346,227,5140.16,5122.2,0,0.6
1920,76347,227,5123.08,5114.11,0,0.72
1921,76378,4,5717.96,5838,0,0.04
1922,76379,4,5868.56,5865,0,0.76
1923,76380,4,5813.52,5807.75,0,0.8
1924,76381,4,5766.2,5764.71,0,0.96
1925,76382,4,5732.76,5732.76,0,1
1926,76383,4,5715.6,5715.6,0,1
1927,76384,4,5632.32,5632.32,0,1
1928,76385,4,5551.68,5549.86,0,0.88
1929,76386,4,5515.56,5515.56,0,1
1930,76387,4,5382.6,5422,0,0.32
1931,76389,4,5243.88,5228,1,0.12
1932,76390,4,5293.24,5292.29,1,0.84
1933,76391,4,5297.28,5297.28,1,1
1934,76392,4,5350.76,5350.76,1,1
1935,76393,4,5421.16,5424.83,0,0.72
1936,76393,4,5421.16,5411.71,1,0.28
1937,76394,4,5437.52,5437.52,0,1
1938,76395,4,5487.88,5475.27,0,0.88
1939,76402,17,6130.4,6073.3,0,0.4
1940,76403,17,6061.52,6061.52,0,1
1941,76404,17,6042.56,6043.33,0,0.96
1942,76405,17,6033.2,6082.11,0,0.36
1943,76406,17,5910.36,6127,0,0.04
1944,76588,47,5410.44,5541,0,0.04
1945,76594,75,4861.52,4897.25,0,0.32
1946,76595,75,4923.44,4975,0,0.16
1947,76601,221,5946.28,5910.14,0,0.56
1948,76602,221,5921.2,5919.5,0,0.96
1949,76603,221,5964.2,5980.45,0,0.44
1950,76604,221,5805.96,5934,0,0.04
1951,76605,48,5685.88,5614.5,0,0.4
1952,76606,48,5591.84,5543.53,0,0.6
1953,76607,49,5554.8,5566.58,0,0.48
1954,76607,48,5554.8,5526.2,0,0.4
1955,76608,49,5518.96,5492.22,0,0.36
1956,76609,46,5464.32,5568,0,0.04
1957,76609,49,5464.32,5400.29,0,0.28
1958,76610,46,5440.76,5441.65,0,0.8
1959,76610,49,5440.76,5399.5,0,0.08
1960,76611,46,5398.6,5388.31,0,0.64
1961,76612,50,5541.36,5457,0,0.04
1962,76613,225,5588.36,5532.83,0,0.24
1963,76614,225,5533.6,5500.75,0,0.64
1964,76615,225,5537.32,5522.64,0,0.44
1965,76617,227,5056.92,5025.67,0,0.12
1966,76618,227,4962.08,4997.6,0,0.4
1967,76649,4,5823.4,5836.93,0,0.56
1968,76650,4,5835.08,5835.08,0,1
1969,76651,4,5792,5792,0,1
1970,76652,4,5741.52,5741.52,0,1
1971,76653,4,5738.48,5738.48,0,1
1972,76654,4,5730.64,5730.64,0,1
1973,76655,4,5696.52,5696.52,0,1
1974,76656,4,5616.64,5627.64,0,0.56
1975,76657,4,5559.44,5560.73,0,0.88
1976,76658,1,5467.96,5453,0,0.36
1977,76658,4,5467.96,5495.5,0,0.08
1978,76659,1,5379.84,5435,0,0.08
1979,76660,2,5306.52,5322.08,0,0.48
1980,76661,4,5315.44,5310,1,0.08
1981,76662,4,5332.72,5326.84,1,0.76
1982,76663,4,5360.36,5360.36,1,1
1983,76664,4,5417.76,5423.07,0,0.6
1984,76664,4,5417.76,5409.8,1,0.4
1985,76665,4,5444.96,5444.96,0,1
1986,76666,4,5457.04,5457.04,0,1
1987,76667,4,5593.4,5517.5,0,0.24
1988,76673,17,6225.76,6144.13,0,0.32
1989,76674,17,6101.12,6101.12,0,1
1990,76675,17,6032.64,6042.9,0,0.4
1991,76857,47,5143.12,5390,0,0.04
1992,76858,47,5441.6,5486.21,0,0.76
1993,76859,47,5573,5571.46,0,0.96
1994,76860,47,5598.84,5580,0,0.08
1995,76863,74,4974.4,5004.25,0,0.32
1996,76864,74,4970.6,5025.67,0,0.12
1997,76865,75,5014.12,4994.11,0,0.76
1998,76866,75,5056.16,5056.16,0,1
1999,76867,75,5158.32,5112.8,0,0.2
2000,76871,221,6061.48,6010.25,0,0.32
2001,76872,221,5762.48,5762.48,0,1
2002,76873,221,5771.72,5771.72,0,1
2003,76874,221,5839.72,5839.72,0,1
2004,76875,221,5825.76,5823.09,0,0.92
2005,76876,221,5751.68,5729.43,0,0.56
2006,76877,221,5700.8,5627.5,0,0.4
2007,76878,221,5623.96,5566.33,0,0.48
2008,76879,221,5564.84,5516.2,0,0.6
2009,76880,221,5584.56,5546.13,0,0.6
2010,76880,46,5584.56,5624,0,0.04
2011,76881,221,5565.24,5540.53,0,0.6
2012,76881,46,5565.24,5604.78,0,0.36
2013,76882,224,5541.36,5531.53,0,0.6
2014,76882,46,5541.36,5536,0,0.04
2015,76883,224,5534.88,5532.67,0,0.12
2016,76883,225,5534.88,5524.67,0,0.6
2017,76884,225,5404.72,5404.72,0,1
2018,76885,225,5277.16,5277.16,0,1
2019,76886,225,5262.4,5251.64,0,0.88
2020,76920,4,5897.32,5877,0,0.52
2021,76921,4,5842,5842,0,1
2022,76922,4,5810.12,5810.12,0,1
2023,76923,4,5766.84,5766.84,0,1
2024,76924,4,5757.04,5757.04,0,1
2025,76925,4,5769.24,5769.24,0,1
2026,76926,4,5792.64,5809.86,0,0.56
2027,76927,4,5681.4,5661.83,0,0.24
2028,76928,1,5602.8,5614.4,0,0.2
2029,76928,4,5602.8,5592,0,0.08
2030,76929,1,5540.32,5542.09,0,0.88
2031,76930,2,5425.2,5427.89,0,0.36
2032,76930,1,5425.2,5439.33,0,0.12
2033,76931,2,5388.68,5385.05,0,0.84
2034,76933,4,5379.52,5378.67,0,0.12
2035,76933,4,5379.52,5346,1,0.08
2036,76934,4,5388.52,5398.73,0,0.6
2037,76934,4,5388.52,5373.2,1,0.4
2038,76935,4,5441.52,5446.95,0,0.84
2039,76935,4,5441.52,5413,1,0.16
2040,76936,4,5466.68,5466.68,0,1
2041,76937,4,5490.12,5490.12,0,1
2042,76938,4,5574.48,5535.33,0,0.48
2043,76945,17,6068.84,6134.44,0,0.36
2044,77128,47,5246.08,5320.6,0,0.4
2045,77129,47,5424.6,5424.6,0,1
2046,77130,47,5500.12,5500.12,0,1
2047,77131,47,5523.52,5545.8,0,0.4
2048,77134,74,5110.24,5118.73,0,0.6
2049,77135,74,5175.96,5172.07,0,0.56
2050,77136,75,5296.24,5150,0,0.04
2051,77137,75,5281.64,5126,0,0.2
2052,77138,75,5415.28,5480.6,0,0.4
2053,77138,75,5415.28,5179,0,0.04
2054,77139,75,5586.08,5595,0,0.04
2055,77142,221,5977.08,5952.9,0,0.8
2056,77143,221,5710.12,5710.12,0,1
2057,77144,221,5541.4,5541.4,0,1
2058,77145,221,5624.16,5624.16,0,1
2059,77146,221,5632.04,5632.04,0,1
2060,77147,221,5525.36,5525.36,0,1
2061,77148,221,5411.48,5411.48,0,1
2062,77149,221,5354.96,5354.96,0,1
2063,77150,221,5343.12,5343.12,0,1
2064,77151,221,5363.92,5371.23,0,0.88
2065,77152,221,5411.16,5411.16,0,1
2066,77153,224,5409.36,5409.36,0,1
2067,77154,224,5375.12,5389.4,0,0.2
2068,77155,225,5232.96,5223.53,0,0.68
2069,77156,225,5112.16,5112.16,0,1
2070,77157,225,5049.96,5052.86,0,0.84
2071,77192,4,5895.88,5831.14,0,0.28
2072,77193,4,5825.56,5803.38,0,0.52
2073,77194,4,5805.44,5783.25,0,0.48
2074,77195,4,5831.08,5822.4,0,0.6
2075,77196,4,5895.96,5868.75,0,0.64
2076,77197,4,5918.76,5886.5,0,0.4
2077,77199,2,5614.32,5609.69,0,0.52
2078,77199,1,5614.32,5616.91,0,0.44
2079,77200,2,5564.2,5561.25,0,0.8
2080,77200,1,5564.2,5576,0,0.2
2081,77201,2,5515.6,5515.6,0,1
2082,77202,2,5506.44,5508.06,0,0.72
2083,77203,2,5517.44,5558,0,0.08
2084,77204,4,5503.92,5516.73,0,0.44
2085,77205,4,5507.48,5507.48,0,1
2086,77206,4,5525.88,5525.88,0,1
2087,77207,4,5537.32,5537.32,0,1
2088,77208,4,5535.52,5535.52,0,1
2089,77209,4,5642.2,5565.56,0,0.36
2090,77398,47,4977.24,5057.83,0,0.24
2091,77399,47,5165.88,5167.67,0,0.96
2092,77400,47,5261.48,5261.48,0,1
2093,77401,47,5409.04,5409.04,0,1
2094,77402,47,5481.96,5480.75,0,0.16
2095,77404,74,5473.72,5406,0,0.12
2096,77405,74,5313.64,5303.77,0,0.88
2097,77406,74,5337.08,5328.73,0,0.6
2098,77409,75,5756.04,5656.2,0,0.2
2099,77410,75,5811.56,5654,0,0.08
2100,77412,221,6161.96,6076.5,0,0.24
2101,77413,221,5787.12,5787.12,0,1
2102,77414,221,5557.64,5557.64,0,1
2103,77415,221,5449.12,5449.12,0,1
2104,77416,221,5416.68,5416.68,0,1
2105,77417,221,5448.88,5448.88,0,1
2106,77418,221,5344.36,5344.36,0,1
2107,77419,221,5227.44,5227.44,0,1
2108,77420,221,5171.24,5171.24,0,1
2109,77421,221,5142.32,5142.32,0,1
2110,77422,221,5148.36,5134.71,0,0.68
2111,77423,224,5247.04,5276.33,0,0.12
2112,77423,221,5247.04,5323.4,0,0.2
2113,77424,224,5243.12,5243.12,0,1
2114,77425,224,5239,5212.38,0,0.32
2115,77427,225,5011.56,5034.7,0,0.4
2116,77428,225,4932.96,4948.64,0,0.56
2117,77462,247,6060.92,6112.5,0,0.08
2118,77463,247,6180.88,6199,0,0.08
2119,77470,2,5631.76,5631.76,0,1
2120,77471,2,5580.6,5580.6,0,1
2121,77472,2,5565.68,5565.68,0,1
2122,77473,2,5591.6,5591.6,0,1
2123,77474,2,5586.36,5608.5,0,0.4
2124,77474,4,5586.36,5566,0,0.16
2125,77475,4,5571,5571,0,1
2126,77476,4,5561.52,5561.52,0,1
2127,77477,4,5569.12,5569.12,0,1
2128,77478,4,5576.8,5576.8,0,1
2129,77479,4,5594.52,5594.52,0,1
2130,77480,4,5687.08,5661,0,0.36
2131,77668,47,4693.36,4755,0,0.08
2132,77669,47,4924.2,4936.72,0,0.72
2133,77670,47,5062.16,5062.96,0,0.96
2134,77671,47,5181.6,5192.33,0,0.24
2135,77672,47,5458.84,5411.55,0,0.44
2136,77675,74,5755.24,5595,0,0.2
2137,77676,74,5605.6,5468.5,0,0.08
2138,77677,74,5544.88,5454.4,0,0.2
2139,77682,221,6347,6409,0,0.04
2140,77683,221,6202.68,6181.76,0,0.84
2141,77684,221,5706.08,5706.08,0,1
2142,77685,221,5467.2,5467.2,0,1
2143,77686,221,5426.28,5426.28,0,1
2144,77687,221,5302.2,5306.52,0,0.92
2145,77688,221,5291.76,5291.76,0,1
2146,77689,221,5203.56,5203.56,0,1
2147,77690,221,5120.76,5120.76,0,1
2148,77691,221,5069.96,5069.96,0,1
2149,77692,221,5007.76,5008.21,0,0.96
2150,77693,221,4977,4977,0,1
2151,77694,221,5051.12,4981.38,0,0.32
2152,77695,224,5119.48,5149,0,0.44
2153,77696,224,5114,5145,0,0.12
2154,77733,247,5908.92,5923.74,0,0.76
2155,77734,247,6041.96,6032.54,0,0.96
2156,77735,247,6177.96,6119.2,0,0.6
2157,77736,247,6198.2,6165.92,0,0.48
2158,77737,247,6186.64,6162.93,0,0.6
2159,77738,247,6174.48,6136.14,0,0.56
2160,77739,247,6090.2,6097,0,0.04
2161,77740,2,5860.04,5743.67,0,0.12
2162,77741,2,5691.36,5691.36,0,1
2163,77742,2,5680.36,5674,0,0.76
2164,77743,2,5691.16,5691.16,0,1
2165,77744,2,5687.08,5687.08,0,1
2166,77745,2,5633.6,5642.6,0,0.2
2167,77745,4,5633.6,5626.78,0,0.36
2168,77746,4,5634.56,5634.56,0,1
2169,77747,4,5605.04,5605.04,0,1
2170,77748,4,5593.52,5593.52,0,1
2171,77749,4,5609,5609,0,1
2172,77750,4,5642.28,5642.28,0,1
2173,77751,4,5751.36,5695.89,0,0.36
2174,77939,47,4747.44,4773.75,0,0.32
2175,77940,47,4906.32,4909.05,0,0.76
2176,77941,47,4992.6,4990.85,0,0.52
2177,77943,216,5410.28,5372.9,0,0.4
2178,77944,216,5489.28,5486.21,0,0.96
2179,77945,216,5571.04,5571.04,0,1
2180,77946,216,5732.84,5689.32,0,0.76
2181,77947,216,5881,5837.63,0,0.32
2182,77949,216,6167.12,6221.25,0,0.16
2183,77950,216,6385.2,6439.67,0,0.36
2184,77951,216,6650.8,6694.73,0,0.44
2185,77952,216,6712.04,6695.09,0,0.44
2186,77953,216,6549.48,6642,0,0.04
2187,77953,221,6549.48,6524.78,0,0.72
2188,77954,221,6151.4,6151.4,0,1
2189,77955,221,5711.6,5711.6,0,1
2190,77956,221,5433.36,5433.36,0,1
2191,77957,221,5430.96,5430.96,0,1
2192,77958,221,5345,5396.64,0,0.44
2193,77959,221,5205.92,5197.83,0,0.24
2194,77960,221,5146.96,5167,0,0.2
2195,77961,221,5030.28,5030.86,0,0.84
2196,77962,221,4980.32,4990.82,0,0.68
2197,77963,221,4947.32,4943.8,0,0.2
2198,77964,221,4885.16,4889.5,0,0.64
2199,77965,221,4920.64,4899.87,0,0.6
2200,77998,247,5054.96,5059,0,0.28
2201,77999,247,5063.32,5068.71,0,0.28
2202,78004,247,5624.32,5635.95,0,0.8
2203,78005,247,5704,5704,0,1
2204,78006,247,5800.16,5800.16,0,1
2205,78007,247,5880.52,5880.52,0,1
2206,78008,247,5867.08,5867.08,0,1
2207,78009,247,5862.36,5862.36,0,1
2208,78010,247,5944.96,5904.11,0,0.76
2209,78011,247,5940.6,5910.67,0,0.12
2210,78012,2,5826.32,5795,0,0.4
2211,78013,2,5796.68,5796.68,0,1
2212,78014,2,5788.52,5788.52,0,1
2213,78015,2,5782.08,5822.3,0,0.4
2214,78016,4,5670.24,5659.47,0,0.6
2215,78017,4,5671.8,5671.8,0,1
2216,78018,4,5627.8,5627.8,0,1
2217,78019,4,5620.64,5620.64,0,1
2218,78020,4,5654,5654,0,1
2219,78021,4,5714.64,5714.64,0,1
2220,78022,4,5843.12,5823.54,0,0.52
2221,78213,216,5245.68,5211,0,0.04
2222,78214,216,5213.32,5209.5,0,0.96
2223,78215,216,5197.48,5197.48,0,1
2224,78216,216,5241.32,5241.32,0,1
2225,78217,216,5355.4,5355.4,0,1
2226,78218,216,5591.68,5591.68,0,1
2227,78219,216,5842.56,5842.56,0,1
2228,78220,216,6046.48,6046.48,0,1
2229,78221,216,6226.76,6226.76,0,1
2230,78222,216,6600.24,6600.24,0,1
2231,78223,216,6706.92,6706.92,0,1
2232,78224,216,6569.84,6651.92,0,0.48
2233,78224,221,6569.84,6494.08,0,0.52
2234,78225,221,6154.32,6154.32,0,1
2235,78226,221,5720.84,5720.84,0,1
2236,78227,221,5403.4,5403.4,0,1
2237,78228,221,5400.56,5400.56,0,1
2238,78229,221,5352.96,5356.13,0,0.96
2239,78230,221,5198.04,5273,0,0.04
2240,78236,221,4830.52,4838,0,0.08
2241,78255,239,5132.96,5176.5,0,0.08
2242,78256,239,5184.6,5207.88,0,0.64
2243,78257,239,5247.44,5221.33,0,0.12
2244,78269,247,5078.56,5075.94,0,0.72
2245,78270,247,5061.56,5061.56,0,1
2246,78271,247,5072.48,5071.86,0,0.56
2247,78272,247,5096.84,5080.88,0,0.32
2248,78274,247,5316.04,5309,0,0.04
2249,78275,247,5421.68,5420.36,0,0.88
2250,78276,247,5468.08,5468.08,0,1
2251,78277,247,5513.08,5513.08,0,1
2252,78278,247,5560.12,5560.12,0,1
2253,78279,247,5628.96,5628.96,0,1
2254,78280,247,5685.92,5685.92,0,1
2255,78281,247,5724.72,5724.72,0,1
2256,78282,247,5737.56,5737.56,0,1
2257,78283,247,5696.76,5682.18,0,0.88
2258,78284,247,5793.88,5762.07,0,0.56
2259,78284,2,5793.88,5834.36,0,0.44
2260,78285,247,5890.68,5879.2,0,0.2
2261,78285,2,5890.68,5894.05,0,0.76
2262,78286,2,5829.88,5865.79,0,0.56
2263,78286,4,5829.88,5805,0,0.04
2264,78287,4,5709.72,5708.83,0,0.92
2265,78288,4,5681.52,5681.52,0,1
2266,78289,4,5683.84,5683.84,0,1
2267,78290,4,5718.04,5705.9,0,0.8
2268,78292,4,5845.6,5764.4,0,0.2
2269,78293,4,5977.96,5897.1,0,0.4
2270,78484,216,5257.84,5219.5,0,0.08
2271,78485,216,5113.48,5113.48,0,1
2272,78486,216,5050.24,5050.24,0,1
2273,78487,216,5048.64,5048.64,0,1
2274,78488,216,5144.4,5144.4,0,1
2275,78489,216,5309.2,5309.2,0,1
2276,78490,216,5543.12,5543.12,0,1
2277,78491,216,5738.4,5738.4,0,1
2278,78492,216,5987.84,5987.84,0,1
2279,78493,216,6387.84,6387.84,0,1
2280,78494,216,6759.6,6759.6,0,1
2281,78495,216,6646.44,6683.67,0,0.6
2282,78495,221,6646.44,6590.6,0,0.4
2283,78496,221,6225.84,6225.84,0,1
2284,78497,221,5778.2,5778.2,0,1
2285,78498,221,5476.52,5476.52,0,1
2286,78499,221,5372.68,5372.68,0,1
2287,78500,221,5313.36,5313.36,0,1
2288,78501,221,5172.56,5232.22,0,0.36
2289,78526,239,5298.72,5207,0,0.04
2290,78527,239,5284.4,5281.88,0,0.96
2291,78528,239,5321.92,5325,0,0.8
2292,78529,239,5463.48,5453,0,0.12
2293,78540,247,5169.72,5109.5,0,0.16
2294,78541,247,5097,5091.5,0,0.88
2295,78542,247,5069.8,5069.8,0,1
2296,78543,247,5075.16,5075.16,0,1
2297,78544,247,5108.28,5104.14,0,0.88
2298,78545,247,5162.6,5160.87,0,0.92
2299,78546,247,5249.08,5249.08,0,1
2300,78547,247,5280.24,5280.24,0,1
2301,78548,247,5309.8,5309.8,0,1
2302,78549,247,5358.08,5358.08,0,1
2303,78550,247,5451.32,5451.32,0,1
2304,78551,247,5560.2,5560.2,0,1
2305,78552,247,5593.56,5593.56,0,1
2306,78553,247,5568.6,5568.6,0,1
2307,78554,247,5561.56,5561.56,0,1
2308,78555,247,5676.56,5676.56,0,1
2309,78556,247,5821.28,5810.55,0,0.8
2310,78557,247,5817.08,5778.5,0,0.08
2311,78557,2,5817.08,5868,0,0.04
2312,78557,4,5817.08,5785.67,0,0.12
2313,78558,4,5741.96,5738.76,0,0.68
2314,78559,4,5727.52,5694.86,0,0.56
2315,78560,4,5776.64,5741.45,0,0.44
2316,78561,4,5862.32,5801,0,0.36
2317,78752,215,5311.24,5324.2,0,0.2
2318,78753,215,5312.48,5315.29,0,0.56
2319,78756,216,5037.68,5023.56,0,0.64
2320,78757,216,5008.48,5008.48,0,1
2321,78758,216,5019.48,5019.48,0,1
2322,78759,216,5117.88,5117.88,0,1
2323,78760,216,5267.32,5267.32,0,1
2324,78761,216,5440.04,5440.04,0,1
2325,78762,216,5648.4,5648.4,0,1
2326,78763,216,5942.6,5942.6,0,1
2327,78764,216,6299.68,6299.68,0,1
2328,78765,216,6741.96,6736.74,0,0.76
2329,78765,221,6741.96,6758.5,0,0.24
2330,78766,216,6612.32,6776,0,0.04
2331,78766,221,6612.32,6605.5,0,0.96
2332,78767,221,6212.84,6212.84,0,1
2333,78768,221,5805.12,5805.12,0,1
2334,78769,221,5491.52,5491.52,0,1
2335,78770,221,5384.08,5384.08,0,1
2336,78771,221,5262.04,5262.04,0,1
2337,78772,221,5141.76,5178.9,0,0.4
2338,78797,239,5508.6,5570.33,0,0.12
2339,78798,239,5459.08,5461.64,0,0.88
2340,78799,239,5493.08,5493.08,0,1
2341,78800,239,5616,5612.82,0,0.68
2342,78801,239,5870.72,5964.8,0,0.4
2343,78802,239,6083.52,6215.67,0,0.12
2344,78804,240,5353.56,5176,0,0.04
2345,78805,240,5182.96,5162.23,0,0.52
2346,78806,240,5171.36,5179.27,0,0.44
2347,78812,247,5155.52,5114.67,0,0.12
2348,78813,247,5104.84,5102.39,0,0.92
2349,78814,247,5082.96,5082.96,0,1
2350,78815,247,5089.2,5089.2,0,1
2351,78816,247,5114.04,5114.04,0,1
2352,78817,247,5155.2,5155.2,0,1
2353,78818,247,5177.64,5177.64,0,1
2354,78819,247,5200.12,5200.12,0,1
2355,78820,247,5233.12,5233.12,0,1
2356,78821,247,5286.24,5286.24,0,1
2357,78822,247,5383,5383,0,1
2358,78823,247,5446.16,5446.16,0,1
2359,78824,247,5485.36,5485.36,0,1
2360,78825,247,5497.44,5497.44,0,1
2361,78826,247,5546.08,5546.08,0,1
2362,78827,247,5645.96,5645.96,0,1
2363,78828,247,5738.04,5712.56,0,0.72
2364,78829,247,5831.8,5830,0,0.6
2365,78830,247,5827.36,5826.65,0,0.8
2366,78831,247,5893.36,5892.05,0,0.8
2367,78832,247,5984.36,5983.95,0,0.8
2368,78833,247,6156.64,6154.65,0,0.8
2369,78834,247,6316.48,6312.2,0,0.8
2370,78835,247,6475,6448.27,0,0.6
2371,79023,215,5264.04,5252.29,0,0.68
2372,79024,215,5225.08,5239.23,0,0.52
2373,79027,216,4971.28,4955.71,0,0.68
2374,79028,216,4976.24,4976.24,0,1
2375,79029,216,5023.64,5020.67,0,0.84
2376,79030,216,5117.48,5117.48,0,1
2377,79031,216,5234.76,5234.76,0,1
2378,79032,216,5425.92,5419.58,0,0.96
2379,79033,216,5718.24,5684.88,0,0.68
2380,79034,216,6036.64,5958,0,0.32
2381,79035,216,6338.64,6352.4,0,0.8
2382,79036,216,6659.32,6622.25,0,0.32
2383,79036,221,6659.32,6676.76,0,0.68
2384,79037,221,6445.32,6445.32,0,1
2385,79038,221,6077.72,6077.72,0,1
2386,79039,221,5783.28,5783.28,0,1
2387,79040,221,5539.44,5539.44,0,1
2388,79041,221,5352,5352,0,1
2389,79042,221,5233.04,5233.04,0,1
2390,79043,221,5092.44,5149.67,0,0.24
2391,79068,239,5671.56,5672.68,0,0.76
2392,79069,239,5676.16,5676.16,0,1
2393,79070,239,5702.36,5702.36,0,1
2394,79071,239,5799.96,5799.96,0,1
2395,79072,239,6082.36,6082.36,0,1
2396,79073,239,6083.96,6252,0,0.36
2397,79074,240,5593.28,5432.33,0,0.12
2398,79075,240,5209.64,5170.84,0,0.76
2399,79076,240,5169.84,5169.84,0,1
2400,79077,240,5179.6,5179.6,0,1
2401,79078,240,5232.36,5249.25,0,0.16
2402,79084,247,5156.32,5150.44,0,0.36
2403,79085,247,5133.96,5133.96,0,1
2404,79086,247,5120.12,5120.12,0,1
2405,79087,247,5125.04,5125.04,0,1
2406,79088,247,5136.56,5136.56,0,1
2407,79089,247,5150.56,5150.56,0,1
2408,79090,247,5169.6,5169.6,0,1
2409,79091,247,5188.96,5188.96,0,1
2410,79092,247,5220.32,5220.32,0,1
2411,79093,247,5263.32,5263.32,0,1
2412,79094,247,5325.04,5325.04,0,1
2413,79095,247,5399.4,5399.4,0,1
2414,79096,247,5427.68,5427.68,0,1
2415,79097,247,5470.64,5470.64,0,1
2416,79098,247,5569.08,5563,0,0.84
2417,79099,247,5691.44,5690.82,0,0.44
2418,79100,247,5781.04,5781.04,0,1
2419,79101,247,5781.4,5781.4,0,1
2420,79102,247,5826.88,5826.88,0,1
2421,79103,247,5931.84,5931.84,0,1
2422,79104,247,6083.24,6083.24,0,1
2423,79105,247,6210.88,6210.88,0,1
2424,79106,247,6301.6,6324.11,0,0.36
2425,79294,215,5190.56,5208.14,0,0.28
2426,79295,215,5145.4,5179.5,0,0.08
2427,79298,216,4908.64,4904.43,0,0.92
2428,79299,216,4930.04,4931.44,0,0.64
2429,79301,216,5136.08,5167,0,0.04
2430,79302,216,5283.68,5246.4,0,0.2
2431,79303,216,5535.24,5418,0,0.08
2432,79306,216,6504.2,6572.07,0,0.6
2433,79307,216,6678.6,6672,0,0.08
2434,79307,221,6678.6,6679.17,0,0.92
2435,79308,221,6399.28,6399.28,0,1
2436,79309,221,5981.44,5981.44,0,1
2437,79310,221,5753.44,5753.44,0,1
2438,79311,221,5561.04,5561.04,0,1
2439,79312,221,5356.64,5361.23,0,0.88
2440,79313,221,5204.52,5204.52,0,1
2441,79314,221,5103.48,5106.17,0,0.96
2442,79315,221,4966.48,5010.11,0,0.36
2443,79340,239,5949.16,5949.16,0,1
2444,79341,239,6007.72,6007.72,0,1
2445,79342,239,6069.44,6069.44,0,1
2446,79343,239,6238.8,6235.67,0,0.96
2447,79344,240,5931.04,5770,0,0.04
2448,79344,239,5931.04,6169,0,0.04
2449,79345,240,5510.08,5501.67,0,0.84
2450,79346,240,5346.96,5346.96,0,1
2451,79347,240,5251.08,5251.08,0,1
2452,79348,240,5264.4,5237.89,0,0.72
2453,79356,247,5145.08,5146.09,0,0.92
2454,79357,247,5169,5169,0,1
2455,79358,247,5160.36,5160.36,0,1
2456,79359,247,5169.96,5169.96,0,1
2457,79360,247,5186.16,5186.16,0,1
2458,79361,247,5195.24,5195.24,0,1
2459,79362,247,5197.68,5197.68,0,1
2460,79363,247,5217.28,5217.28,0,1
2461,79364,247,5240.16,5240.16,0,1
2462,79365,247,5261.32,5261.32,0,1
2463,79366,247,5297.76,5297.76,0,1
2464,79367,247,5352.76,5352.76,0,1
2465,79368,247,5461.24,5446.5,0,0.72
2466,79369,247,5631.08,5639.5,0,0.16
2467,79370,247,5706.92,5706.59,0,0.88
2468,79371,247,5704.92,5704.92,0,1
2469,79372,247,5695.12,5695.12,0,1
2470,79373,247,5745.12,5745.12,0,1
2471,79374,247,5854.92,5854.92,0,1
2472,79375,247,5927.8,5927.8,0,1
2473,79376,247,5978.16,5978.16,0,1
2474,79377,247,6041.72,6123.5,0,0.08
2475,79568,216,4905.44,4852.75,0,0.16
2476,79569,216,4872.48,4872.21,0,0.96
2477,79570,216,4932.52,4885.5,0,0.08
2478,79577,216,6653.24,6684.33,0,0.6
2479,79578,216,6705.76,6727,0,0.08
2480,79578,221,6705.76,6703.91,0,0.92
2481,79579,221,6435.8,6435.8,0,1
2482,79580,221,6096.36,6096.36,0,1
2483,79581,221,5729.52,5729.52,0,1
2484,79582,221,5514.4,5514.4,0,1
2485,79583,221,5377.48,5415.79,0,0.56
2486,79584,221,5197.28,5203.55,0,0.44
2487,79585,221,5089.28,5084.46,0,0.52
2488,79586,221,4977.92,5017.14,0,0.28
2489,79608,234,5891.8,5894.95,0,0.76
2490,79609,234,6164.4,6164.16,0,0.76
2491,79610,234,6280.16,6389.4,0,0.2
2492,79610,239,6280.16,6272.63,0,0.32
2493,79611,239,6229.56,6229.56,0,1
2494,79612,239,6303.56,6303.56,0,1
2495,79613,239,6396.08,6396.08,0,1
2496,79614,240,6434.48,6363.5,0,0.08
2497,79614,239,6434.48,6491.43,0,0.56
2498,79615,240,6074.08,6072.94,0,0.64
2499,79616,240,5883.84,5883.84,0,1
2500,79617,240,5727.04,5727.04,0,1
2501,79618,240,5565.28,5542.81,0,0.84
2502,79619,240,5575.32,5434,0,0.08
2503,79627,247,5144.68,5146,0,0.56
2504,79628,247,5193.64,5193.64,0,1
2505,79629,247,5294.96,5245,0,0.2
2506,79631,247,5305.88,5225.33,0,0.12
2507,79632,247,5272.68,5243,0,0.56
2508,79633,247,5258,5255.04,0,0.96
2509,79634,247,5247.88,5247.88,0,1
2510,79635,247,5262.68,5262.68,0,1
2511,79636,247,5280.52,5280.52,0,1
2512,79637,247,5300.08,5300.08,0,1
2513,79638,247,5320.8,5320.8,0,1
2514,79639,247,5397.32,5397.32,0,1
2515,79640,247,5519.84,5519.84,0,1
2516,79641,247,5608.68,5608.68,0,1
2517,79642,247,5606.88,5606.88,0,1
2518,79643,247,5641.76,5641.76,0,1
2519,79644,247,5636.92,5636.92,0,1
2520,79645,247,5683.36,5683.36,0,1
2521,79646,247,5753.4,5753.4,0,1
2522,79647,247,5802.6,5802.6,0,1
2523,79840,216,4859.88,4862,0,0.08
